-31.01625596,-6.03962252,-6.59137291
-28.61550092,-7.80556194,-6.24502467
-29.08865570,-7.19315820,-5.70297273
-29.56181047,-6.58075446,-5.15819956
-28.93155662,-7.25253914,-7.06156816
-29.40471140,-6.64013540,-6.51859398
-29.87786617,-6.02773166,-5.97288378
-30.35102095,-5.41532792,-5.42446220
-29.24761232,-6.69951634,-7.87770140
-29.72076709,-6.08711260,-7.33379490
-30.19392187,-5.47470886,-6.78713743
-30.66707664,-4.86230512,-6.23775406
-29.56366801,-6.14649355,-8.69341978
-30.03682279,-5.53408980,-8.14857067
-30.50997756,-4.92168606,-7.60095547
-30.98313234,-4.30928232,-7.05059969
-27.63421022,-7.73429014,-4.26661093
-27.00395636,-8.40607482,-6.16908724
-27.47711114,-7.79367108,-5.62701496
-27.95026591,-7.18126734,-5.08222948
-28.42342069,-6.56886360,-4.53475504
-28.89657546,-5.95645986,-3.98461606
-26.84685728,-8.46545576,-7.52639339
-27.32001206,-7.85305202,-6.98614643
-27.79316683,-7.24064828,-6.44314712
-28.26632161,-6.62824454,-5.89741990
-28.73947638,-6.01584080,-5.34898944
-29.21263116,-5.40343706,-4.79788059
-29.68578594,-4.79103332,-4.24411837
-27.16291298,-7.91243296,-8.34396185
-27.63606775,-7.30002922,-7.80279297
-28.10922253,-6.68762548,-7.25885646
-28.58237731,-6.07522174,-6.71217719
-29.05553208,-5.46281800,-6.16278025
-29.52868686,-4.85041426,-5.61069094
-30.00184163,-4.23801052,-5.05593469
-27.47896868,-7.35941017,-9.16112319
-27.95212345,-6.74700642,-8.61902218
-28.42527823,-6.13460268,-8.07413808
-28.89843300,-5.52219894,-7.52649622
-29.37158778,-4.90979520,-6.97612213
-29.84474255,-4.29739146,-6.42304152
-30.31789733,-3.68498772,-5.86728029
-28.26817915,-6.19398363,-9.43482923
-28.74133392,-5.58157989,-8.88898694
-29.21448870,-4.96917614,-8.34037172
-29.68764347,-4.35677240,-7.78900954
-30.16079825,-3.74436866,-7.23492658
-30.63395303,-3.13196492,-6.67814918
-28.58423484,-5.64096083,-10.25020917
-29.05738962,-5.02855709,-9.70339784
-29.53054440,-4.41615335,-9.15379824
-30.00369917,-3.80374961,-8.60143681
-30.47685395,-3.19134587,-8.04634018
-30.95000872,-2.57894212,-7.48853518
-30.31975487,-3.25072681,-9.41339807
-25.54951088,-8.94720676,-4.73133051
-26.02266565,-8.33480301,-4.18746933
-26.49582043,-7.72239927,-3.64094135
-26.96897520,-7.10999553,-3.09177062
-24.91925702,-9.61899144,-6.62984542
-25.39241180,-9.00658770,-6.09048224
-25.86556657,-8.39418396,-5.54838988
-26.33872135,-7.78178022,-5.00359243
-26.81187613,-7.16937648,-4.45611415
-27.28503090,-6.55697273,-3.90597948
-27.75818568,-5.94456899,-3.35321304
-28.23134045,-5.33216525,-2.79783955
-25.23531272,-9.06596864,-7.44833298
-25.70846750,-8.45356490,-6.90805296
-26.18162227,-7.84116116,-6.36502876
-26.65477705,-7.22875742,-5.81928487
-27.12793182,-6.61635368,-5.27084597
-27.60108660,-6.00394994,-4.71973694
-28.07424137,-5.39154620,-4.16598279
-28.54739615,-4.77914245,-3.60960869
-25.55136842,-8.51294584,-8.26641550
-26.02452319,-7.90054210,-7.72520858
-26.49767797,-7.28813836,-7.18124231
-26.97083274,-6.67573462,-6.63454159
-27.44398752,-6.06333088,-6.08513155
-27.91714229,-5.45092714,-5.53303748
-28.39029707,-4.83852340,-4.97828484
-28.86345185,-4.22611966,-4.42089923
-29.33660662,-3.61371592,-3.86090635
-25.86742411,-7.95992304,-9.08408844
-26.34057889,-7.34751930,-8.54194433
-26.81373366,-6.73511556,-7.99702552
-27.28688844,-6.12271182,-7.44935736
-27.76004322,-5.51030808,-6.89896542
-28.23319799,-4.89790434,-6.34587542
-28.70635277,-4.28550060,-5.79011328
-29.17950754,-3.67309686,-5.23170502
-29.65266232,-3.06069312,-4.67067681
-26.18347981,-7.40690025,-9.90134712
-26.65663459,-6.79449651,-9.35825530
-27.12978936,-6.18209276,-8.81237327
-27.60294414,-5.56968902,-8.26372682
-28.07609891,-4.95728528,-7.71234197
-28.54925369,-4.34488154,-7.15824492
-29.02240846,-3.73247780,-6.60146201
-29.49556324,-3.12007406,-6.04201974
-29.96871801,-2.50767032,-5.47994473
-26.49953551,-6.85387745,-10.71818674
-26.97269028,-6.24147371,-10.17413645
-27.44584506,-5.62906997,-9.62728026
-27.91899983,-5.01666623,-9.07764443
-28.39215461,-4.40426249,-8.52525544
-28.86530938,-3.79185874,-7.97013994
-29.33846416,-3.17945500,-7.41232476
-29.81161894,-2.56705126,-6.85183687
-30.28477371,-1.95464752,-6.28870335
-27.28874598,-5.68845091,-10.98958258
-27.76190075,-5.07604717,-10.44174105
-28.23505553,-4.46364343,-9.89110449
-28.70821031,-3.85123969,-9.33769986
-29.18136508,-3.23883595,-8.78155428
-29.65451986,-2.62643221,-8.22269508
-30.12767463,-2.01402846,-7.66114969
-30.60082941,-1.40162472,-7.09694568
-28.07795645,-4.52302437,-11.25575000
-28.55111123,-3.91062063,-10.70410111
-29.02426600,-3.29821689,-10.14966908
-29.49742078,-2.68581315,-9.59248154
-29.97057555,-2.07340941,-9.03256629
-30.44373033,-1.46100567,-8.46995128
-29.81347647,-2.13279035,-10.40291511
-24.56822017,-8.87593495,-2.74302770
-23.46481154,-10.16012338,-5.19071519
-23.93796632,-9.54771963,-4.64952964
-24.41112109,-8.93531589,-4.10566153
-24.88427587,-8.32291215,-3.55913474
-25.35743064,-7.71050841,-3.00997333
